date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:47	4132/4132	---M-Z	200	added ('OK')	text/css	etag:%221024-5f865ca8a4d40;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-6.css?ver=1680490957	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-6e996.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:49	436891/436891	---M-Z	200	added ('OK')	text/css	etag:%226aa9b-5f8657df2c200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.12.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/css/frontend.minfb6f.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:50	178179/178179	---M-Z	200	added ('OK')	text/css	etag:%222b803-5f865caa8d1c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/global.css?ver=1680490959	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/global9a79.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:50	68320/68320	---M-Z	200	added ('OK')	text/css	etag:%2210ae0-5f906423d8000;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-4.css?ver=1681180160	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-49847.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:51	75684/75684	---M-Z	200	added ('OK')	text/css	etag:%22127a4-5f313349a2a00;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.13	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend1f62.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:53	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minafc7.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:53	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minafc7.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:54	6051/6051	---M-Z	200	added ('OK')	text/css	etag:%2217a3-5ef5fec99fe80;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/themes/hello-elementor/style.min.css?ver=2.6.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/themes/hello-elementor/style.minc141.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:55	15672/15672	---M-Z	200	added ('OK')	text/css	etag:%223d38-5ef5fec99fe80;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/themes/hello-elementor/theme.min.css?ver=2.6.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/themes/hello-elementor/theme.minc141.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:56	124837/124837	---M-Z	200	added ('OK')	text/css	etag:%221e7a5-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons42e1.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:58	448703/448703	---M-Z	200	added ('OK')	text/css	etag:%226d8bf-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles42e1.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:29:58	30283/30283	---M-Z	200	added ('OK')	text/css	etag:%22764b-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive42e1.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:00	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:00	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:01	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:02	89684/89684	---M-Z	200	added ('OK')	text/javascript	etag:%2215e54-5ef5fe74bf640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/jquery/jquery.mina7a0.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:03	11224/11224	---M-Z	200	added ('OK')	text/javascript	etag:%222bd8-5b821dc89c040;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:04	838/838	---M-Z	200	added ('OK')	text/javascript	etag:%22346-5f312659863c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/allow-webp-image/public/js/allow-webp-image-public.js?ver=1.0.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/allow-webp-image/public/js/allow-webp-image-publicf269.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:05	7/7	---M--	200	added ('OK')	text/javascript	etag:%227-5d046282ed800;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:06	15055/15055	---M-Z	200	added ('OK')	text/javascript	etag:%223acf-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minafc7.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:08	81179/81179	---M-Z	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2005:30:08%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-json/wp/v2/pages/4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-json/wp/v2/pages/4.json	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:09	217868/217868	---M-Z	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2005:30:08%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-json/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-json/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:09	4516/4516	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2027%20Sep%202023%2005:30:09%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/xmlrpc.php?rsd	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/xmlrpc0db0.php	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:10	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/wlwmanifest.xml	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/wlwmanifest.xml	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:11	2497/2497	---M-Z	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2005:30:11%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Frobbie-and-magie%2F	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-json/oembed/1.0/embed9ebd.json	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:12	2564/2564	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2005:30:12%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Frobbie-and-magie%2F&format=xml	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-json/oembed/1.0/embedaddd	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:13	4135/4135	---M-Z	200	added ('OK')	image/png	etag:%221027-5b1b10d2e0200;605f46fdbe76b	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/logo-white@2x.png	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/logo-white@2x.png	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:14	5269/5269	---M-Z	200	added ('OK')	image/png	etag:%221495-5b1b10d3d4440;605f46fdbe76b	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/ornamen-18.png	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/ornamen-18.png	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2005:30:15%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/home/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/home/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:16	108936/108936	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:16%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/home-2/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/home-2/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:16	66981/66981	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:16%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/rsvp/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/rsvp/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:16	75804/75804	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:16%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/bridesmaids-groomsmen/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/bridesmaids-groomsmen/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:16	8507/8507	---M-Z	200	added ('OK')	image/png	etag:%22213b-5b1b10d1ebfc0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/ornament-768x114.png	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/ornament-768x114.png	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:18	64601/64601	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:18%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/gallery/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/gallery/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:18	64526/64526	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:18%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/blog/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/blog/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:19	73670/73670	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:18%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/our-story/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/our-story/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:19	73063/73063	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:18%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/gallery-justified/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/gallery-justified/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:19	237583/237583	---MCZ	200	added ('OK')	image/jpeg	etag:%223a00f-5b1b10d2e0200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/handsome-young-groom-P8PKW7A-1-e1595735354199.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/handsome-young-groom-P8PKW7A-1-e1595735354199.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:19	63951/63951	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:19%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/contact/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/contact/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:21	306886/306886	---MCZ	200	added ('OK')	image/jpeg	etag:%224aec6-5b1b10d1ebfc0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-young-bride-at-sunset-in-green-nature-PDXVRCK-1-e1595822326692.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-young-bride-at-sunset-in-green-nature-PDXVRCK-1-e1595822326692.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:21	63649/63649	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:21%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/contact-2/	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/contact-2/index.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:22	387220/387220	---MCZ	200	added ('OK')	image/jpeg	etag:%225e894-5b1b10d1ebfc0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-at-sunset-in-green-natur-PG3HH65-gallery.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-at-sunset-in-green-natur-PG3HH65-gallery.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:22	377282/377282	---MCZ	200	added ('OK')	image/jpeg	etag:%225c1c2-5b1b10d1ebfc0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/handsome-young-groom-P8PKW7A-gallery.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/handsome-young-groom-P8PKW7A-gallery.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:25	307197/307197	---MCZ	200	added ('OK')	image/jpeg	etag:%224affd-5b1b10d3d4440;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-at-sunset-in-green-natur-P8VNZSM-gallery-e1595735454324.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-at-sunset-in-green-natur-P8VNZSM-gallery-e1595735454324.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:25	280674/280674	---MCZ	200	added ('OK')	image/jpeg	etag:%2244862-5b1b10d2e0200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-in-green-nature-PAC7T89-gallery-e1595735562506.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-in-green-nature-PAC7T89-gallery-e1595735562506.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:27	387619/387619	---MCZ	200	added ('OK')	image/jpeg	etag:%225ea23-5b1b10d3d4440;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-young-bride-at-sunset-in-green-nature-PGX3LES-galery.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-young-bride-at-sunset-in-green-nature-PGX3LES-galery.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:27	389378/389378	---MCZ	200	added ('OK')	image/jpeg	etag:%225f102-5b1b10d2e0200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-in-green-nature-PZEK3PS-gallery.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/beautiful-bride-and-groom-in-green-nature-PZEK3PS-gallery.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:27	4135/4135	---M-Z	200	added ('OK')	image/png	etag:%221027-5b1b10d3d4440;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/logo@2x.png	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/logo@2x.png	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:28	0/0	---M--	200	added ('OK')	text/css	etag:%220-6063a0fc43e77;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.3.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles6f3e.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
